-0.06325	0.035979	0.042087
-0.06275	0.036034	0.042595
-0.0645	0.03651	0.040436
-0.064	0.036619	0.041451
-0.0635	0.036729	0.042466
-0.063	0.036784	0.042974
-0.0625	0.036825	0.043354
-0.062	0.036866	0.043735
-0.0615	0.036907	0.044115
-0.061	0.036961	0.044623
-0.0605	0.037016	0.04513
-0.06	0.037057	0.045511
-0.0595	0.037085	0.045765
-0.059	0.037126	0.046145
-0.0585	0.037153	0.046399
-0.058	0.037167	0.046526
-0.0575	0.037167	0.046526
-0.057	0.037167	0.046526
-0.0565	0.03718	0.046653
-0.056	0.03718	0.046653
-0.0555	0.03718	0.046653
-0.055	0.037194	0.04678
-0.0545	0.037167	0.046526
-0.054	0.037194	0.04678
-0.0535	0.03718	0.046653
-0.053	0.037194	0.04678
-0.0525	0.03718	0.046653
-0.052	0.03718	0.046653
-0.0515	0.037153	0.046399
-0.051	0.037153	0.046399
-0.0505	0.037139	0.046272
-0.05	0.037139	0.046272
-0.0495	0.037044	0.045384
-0.049	0.037057	0.045511
-0.0485	0.037057	0.045511
-0.048	0.037044	0.045384
-0.0475	0.037044	0.045384
-0.047	0.03703	0.045257
-0.0465	0.037016	0.04513
-0.046	0.037016	0.04513
-0.0455	0.036948	0.044496
-0.045	0.036948	0.044496
-0.0445	0.036948	0.044496
-0.044	0.03692	0.044242
-0.0435	0.036907	0.044115
-0.043	0.036879	0.043862
-0.0425	0.036852	0.043608
-0.042	0.036825	0.043354
-0.0415	0.036811	0.043227
-0.041	0.03677	0.042847
-0.0405	0.036743	0.042593
-0.04	0.036743	0.042593
-0.0395	0.036743	0.042593
-0.039	0.036756	0.04272
-0.0365	0.037044	0.045384
-0.0325	0.03758	0.050336
-0.032	0.037632	0.050816
-0.0315	0.037659	0.051057
-0.031	0.037659	0.051057
-0.028	0.037868	0.052977
-0.0275	0.037894	0.053218
-0.027	0.03792	0.053458
-0.0265	0.037933	0.053578
-0.026	0.037946	0.053698
-0.0255	0.037933	0.053578
-0.023	0.037907	0.053338
-0.0225	0.037868	0.052977
-0.022	0.037907	0.053338
-0.0215	0.037855	0.052857
-0.0205	0.037855	0.052857
-0.02	0.037816	0.052497
-0.018	0.037724	0.051657
-0.0175	0.037711	0.051537
-0.0165	0.037659	0.051057
-0.0155	0.037632	0.050816
-0.0145	0.03758	0.050336
-0.014	0.037515	0.049736
-0.0135	0.037567	0.050216
-0.013	0.037528	0.049856
-0.012	0.037488	0.049496
-0.011	0.037423	0.048896
-0.0105	0.037462	0.049256
-0.0085	0.037384	0.048536
-0.008	0.037384	0.048536
-0.0055	0.037276	0.047541
-0.0045	0.037208	0.046907
-0.0025	0.037153	0.046399
0.0005	0.037071	0.045638
0.001	0.037044	0.045384
0.0015	0.037071	0.045638
-0.06625	0.036975	0.038151
-0.06575	0.037016	0.038532
-0.06525	0.037152	0.0398
-0.06475	0.037206	0.040308
-0.06425	0.037301	0.041196
-0.06375	0.037424	0.042337
-0.06325	0.037478	0.042845
-0.06275	0.037519	0.043226
-0.06225	0.03756	0.043606
-0.06175	0.037614	0.044114
-0.06125	0.037655	0.044494
-0.06075	0.037723	0.045128
-0.06025	0.037777	0.045636
-0.05975	0.037804	0.04589
-0.05925	0.037832	0.046143
-0.05875	0.037859	0.046397
-0.05825	0.0379	0.046778
-0.05775	0.0379	0.046778
-0.05725	0.037913	0.046905
-0.05675	0.037927	0.047031
-0.05625	0.037927	0.047031
-0.05575	0.037927	0.047031
-0.05525	0.03794	0.047158
-0.05475	0.03794	0.047158
-0.05425	0.037927	0.047031
-0.05375	0.037927	0.047031
-0.05325	0.037913	0.046905
-0.05275	0.037913	0.046905
